record.csv
借款id,投标人,年利率,有效金额,投标日期,投标时刻,期限
108406,jackyhang,20,200,2008-7-23,14:39:02,3
108406,huxinting,20,400,2008-7-23,20:03:19,3
108406,meiseyaoyao,20,400,2008-7-23,21:10:28,3
108406,sockpan,20,200,2008-7-24,11:01:15,3
108486,yangok1,25,200,2008-7-24,22:54:16,1
108486,fyy1988,25,100,2008-7-25,9:40:59,1
108486,joan80,25,500,2008-7-25,16:15:19,1
108486,xliangzh,25,200,2008-7-25,17:04:59,1
108486,xliangzh,25,200,2008-7-25,17:21:42,1
108486,fateland,25,200,2008-7-25,22:37:16,1
108486,sodao,25,100,2008-7-26,0:34:59,1
108486,liyu2000,25,200,2008-7-26,9:11:08,1
108486,pengwu96,25,170,2008-7-26,11:35:54,1
108486,shelly0808,25,200,2008-7-26,14:39:07,1
108486,kassy01798,25,100,2008-7-26,15:20:52,1
108486,wzwwzw1975,24,200,2008-7-27,7:05:57,1
108486,dja,25,500,2008-7-27,8:14:44,1
108486,bj20,25,130,2008-7-27,13:25:58,1
108568,gky1977,25,200,2008-7-24,12:18:10,2
108568,pengwu96,25,100,2008-7-26,0:30:24,2
108568,pengwu96,25,100,2008-7-26,0:51:55,2
108853,pengwu96,27,50,2008-7-26,23:24:00,3
108853,meiseyaoyao,27,200,2008-7-27,13:43:52,3
108853,2004lwc,27,200,2008-7-27,21:31:22,3
108853,jon678,22,60,2008-7-31,12:40:15,3
109085,general_pxj,27,100,2008-7-30,10:27:27,1
109085,sunny411,27,100,2008-7-30,15:41:34,1
109085,joeshen78,27,100,2008-7-30,15:59:50,1
109085,xliangzh,27,100,2008-7-30,16:26:11,1
109085,liwei5427,27,200,2008-7-30,16:57:06,1
109085,dormouse,27,200,2008-7-30,17:01:50,1
109085,bj20,27,770,2008-7-30,17:22:27,1
109085,kassy01798,27,100,2008-7-30,19:01:54,1
109085,scz_929,10,500,2008-7-30,21:02:35,1
109085,liyu2000,27,50,2008-7-30,21:19:35,1
109085,awfer1,27,300,2008-7-30,22:50:34,1
109085,zhubb1999,27,200,2008-7-30,23:14:25,1
109085,fiona_p,27,200,2008-7-31,9:05:46,1
109085,sockpan,27,780,2008-7-31,10:45:51,1
109085,jon678,22,300,2008-7-31,12:03:38,1
109085,sockpan,26.5,300,2008-7-31,14:06:14,1
109402,pengwu96,24,50,2008-8-1,7:44:09,3
109402,jackgu,25,840,2008-8-1,11:06:24,3
109402,pengwu96,24.5,100,2008-8-1,14:42:46,3
109402,pengwu96,24.96,50,2008-8-3,21:31:48,3
109402,hx3888,20,50,2008-8-4,14:33:33,3
109402,jon678,22,300,2008-8-4,20:48:16,3
109402,shu,24.9,300,2008-8-4,9:54:36,3
109402,jackgu,24,300,2008-8-4,10:11:26,3
109402,shu,24.99,229,2008-8-5,16:06:07,3
109402,jackgu,24,229,2008-8-5,16:52:46,3
109402,jackgu,24,229,2008-8-5,11:52:21,3
109402,drizzle,24,50,2008-8-6,17:29:53,3
109402,shikousheng,20,100,2008-8-6,17:53:25,3
109402,pengwu96,24.99,50,2008-8-6,19:51:44,3
109402,2004lwc,24,60,2008-8-6,19:52:39,3
109448,pengwu96,19.96,151,2008-8-12,9:06:55,8
109448,sophiabaobao,20,202,2008-8-12,9:11:03,8
109448,fendy,20,115,2008-8-12,11:47:05,8
109448,zehuiz,20,300,2008-8-12,11:51:43,8
109448,jackgu,20,100,2008-8-12,12:25:24,8
109448,sophiabaobao,20,113,2008-8-12,15:33:02,8
109448,liyu2000,20,50,2008-8-12,21:36:19,8
109448,wjlwc,20,296,2008-8-13,18:05:50,8
109448,vickywu_2001,20,50,2008-8-14,16:10:15,8
109448,vickywu_2001,20,50,2008-8-14,16:11:02,8
109448,liwei5427,20,100,2008-8-14,16:27:39,8
109448,pengwu96,20,100,2008-8-14,18:05:04,8
109448,drizzle,20,50,2008-8-14,21:40:37,8
109448,pengwu96,20,50,2008-8-15,8:54:37,8
109448,jackgu,20,100,2008-8-15,18:07:37,8
109448,pengwu96,20,200,2008-8-15,18:15:51,8
109448,jon678,20,100,2008-8-16,0:16:39,8
109448,cailixiao88,20,100,2008-8-16,9:30:20,8
109448,pengwu96,20,50,2008-8-16,10:08:32,8
109448,xyarcher,18,50,2008-8-16,15:17:14,8
109448,leilei168,20,168,2008-8-16,16:18:22,8
109448,xyarcher,18.3,50,2008-8-16,18:10:12,8
109448,pengwu96,20,50,2008-8-16,20:56:29,8
109448,jackgu,20,354,2008-8-16,21:55:14,8
109448,pengwu96,18.96,50,2008-8-16,22:31:33,8
109493,jackgu,27,300,2008-8-5,10:08:54,2
109493,panlinfeifei,27,100,2008-8-5,20:37:44,2
109493,panlinfeifei,25,100,2008-8-5,20:37:57,2
109493,general_pxj,27,100,2008-8-5,23:00:33,2
109493,liyu2000,27,100,2008-8-6,7:43:09,2
109493,shikousheng,27,100,2008-8-6,8:47:46,2
109493,amwpgf2004,27,50,2008-8-6,8:50:23,2
109493,zhubb1999,27,318,2008-8-7,12:21:40,2
109493,drizzle,27,50,2008-8-7,15:11:20,2
109493,isabella,27,100,2008-8-7,17:06:09,2
109493,yiyi520tt,27,100,2008-8-7,18:03:01,2
109493,general_pxj,27,100,2008-8-7,23:31:37,2
109493,lisa,27,100,2008-8-8,1:02:06,2
109493,cathy627,27,300,2008-8-8,12:18:05,2
109493,gary,26,300,2008-8-8,13:34:17,2
109493,didijodi,27,500,2008-8-8,15:24:07,2
109493,jon678,22,100,2008-8-8,16:19:10,2
109493,zhubb1999,27,100,2008-8-8,16:40:58,2
109493,loisy,27,300,2008-8-8,17:59:40,2
109493,meiseyaoyao,27,382,2008-8-8,20:22:47,2
109584,yiwon1986,27,50,2008-8-3,19:54:47,18
109584,smile123,27,50,2008-8-4,11:45:25,18
109584,linch6699,27,50,2008-8-4,12:11:03,18
109584,linch6699,27,50,2008-8-4,12:13:05,18
109584,gjf66,27,500,2008-8-4,19:46:19,18
109584,pengwu96,27,50,2008-8-5,20:35:14,18
109584,drizzle,27,50,2008-8-6,14:50:32,18
109584,isabella,27,100,2008-8-7,16:40:26,18
109584,gky1977,27,300,2008-8-7,21:08:08,18
109584,gjf66,27,300,2008-8-7,21:22:53,18
109584,jon678,25,100,2008-8-7,22:08:30,18
109584,gky1977,27,600,2008-8-8,11:06:53,18
109584,zhubb1999,27,82,2008-8-8,13:18:10,18
109584,gjf66,27,500,2008-8-8,20:34:49,18
109584,pengwu96,25.96,50,2008-8-8,23:18:24,18
109584,liwei5427,27,100,2008-8-9,9:32:26,18
109584,amwpgf2004,27,50,2008-8-9,13:10:38,18
109584,zxlei,27,100,2008-8-9,21:58:00,18
109584,liyu2000,27,100,2008-8-9,22:46:04,18
109584,gjf66,25,117,2008-8-9,22:53:20,18
110195,pengwu96,24.96,100,2008-8-14,18:06:37,6
110195,jackgu,25,200,2008-8-15,10:22:30,6
110195,zehuiz,25,200,2008-8-15,10:40:56,6
110195,liyu2000,25,57,2008-8-15,22:11:22,6
110195,liwei5427,25,100,2008-8-16,8:22:01,6
110195,yanglingduan,25,100,2008-8-19,0:07:59,6
110195,pengwu96,24.96,51,2008-8-19,12:04:54,6
110195,wjlwc,25,300,2008-8-19,18:17:55,6
110195,zxl8483,25,50,2008-8-19,19:33:11,6
110195,hx3888,20,100,2008-8-19,19:51:58,6
110195,pengwu96,25,51,2008-8-19,20:51:53,6
110195,jackyhang,25,500,2008-8-20,0:17:01,6
110195,general_pxj,25,200,2008-8-20,1:11:34,6
110195,hnhysj8259878,25,200,2008-8-20,9:01:41,6
110195,hx3888,25,200,2008-8-20,9:16:08,6
110195,zehuiz,25,200,2008-8-20,13:38:06,6
110195,fendy,25,139,2008-8-20,13:53:28,6
110195,lovxuan,25,323,2008-8-21,9:24:39,6
110195,moming8156,25,100,2008-8-21,12:08:30,6
110195,forcey,25,84,2008-8-21,19:08:23,6
110195,yanglingduan,25,100,2008-8-21,19:30:25,6
110195,jackgu,25,200,2008-8-21,20:46:18,6
110195,pengwu96,25,51,2008-8-21,21:07:12,6
110195,shikousheng,25,200,2008-8-21,21:20:14,6
110195,zhubb1999,25,300,2008-8-21,21:22:19,6
110195,lovxuan,25,100,2008-8-21,22:47:09,6
110195,sz088,25,100,2008-8-21,22:57:29,6
110195,linch6699,25,100,2008-8-21,23:13:23,6
110195,linch6699,25,50,2008-8-21,23:15:00,6
110195,hnhysj8259878,25,50,2008-8-22,8:50:15,6
110195,phoenixzz,25,200,2008-8-22,9:34:05,6
110195,jiaoyou,25,50,2008-8-22,10:58:06,6
110195,shouxingzhe,25,100,2008-8-22,10:59:00,6
110195,miss,25,144,2008-8-22,11:00:09,6
110332,drizzle,27,200,2008-8-19,18:05:36,1
110332,pengwu96,27,51,2008-8-19,21:01:07,1
110332,pengwu96,25,51,2008-8-19,21:01:26,1
110332,linch6699,27,100,2008-8-19,22:10:51,1
110332,suiy1982,27,500,2008-8-19,22:19:18,1
110332,yanglingduan,27,100,2008-8-19,22:32:31,1
110332,hnhysj8259878,27,200,2008-8-20,9:08:55,1
110332,chasao,27,50,2008-8-20,9:47:40,1
110332,wjlwc,27,200,2008-8-20,12:24:00,1
110332,tonysan,27,150,2008-8-20,12:36:38,1
110332,lovehecofe,27,50,2008-8-20,13:19:23,1
110332,forcey,27,50,2008-8-20,14:03:38,1
110332,zxlei,27,100,2008-8-20,14:10:01,1
110332,hnhysj8259878,27,100,2008-8-20,15:20:40,1
110332,liyu2000,27,50,2008-8-20,15:53:47,1
110332,jon678,25,100,2008-8-20,20:05:21,1
110332,lovxuan,27,880,2008-8-20,21:19:36,1
110332,dear54264,27,68,2008-8-20,21:34:10,1
110549,pengwu96,24.96,51,2008-8-20,20:23:40,1
110549,nayaya220,25,500,2008-8-21,20:09:47,1
110549,z3781003,25,200,2008-8-22,13:15:00,1
110549,zswei,25,300,2008-8-22,16:07:08,1
110549,hnhysj8259878,25,56,2008-8-22,16:18:23,1
110549,awfer1,25,500,2008-8-23,19:53:28,1
110549,change,25,200,2008-8-23,21:50:45,1
110549,cailixiao88,20,50,2008-8-24,0:12:19,1
110549,chengming9911,25,793,2008-8-24,10:09:07,1
110549,zhubb1999,24,100,2008-8-26,13:19:43,1
110549,forcey,24.99,50,2008-8-26,17:31:56,1
110549,zehuiz,13,200,2008-8-27,6:04:00,1
110689,pengwu96,26.96,51,2008-8-21,8:57:19,3
110689,sz088,27,65,2008-8-26,12:08:24,3
110689,fendy,27,50,2008-8-26,17:48:59,3
110689,fateland,27,50,2008-8-26,18:09:23,3
110689,geoshan,27,100,2008-8-26,21:22:49,3
110689,sophiabaobao,27,78,2008-8-28,8:35:39,3
110689,drizzle,27,50,2008-8-28,10:10:23,3
110689,rocket138848,27,500,2008-8-28,10:30:36,3
110689,cailixiao88,20,50,2008-8-28,10:49:45,3
110689,zehuiz,27,200,2008-8-28,14:54:44,3
110689,dja,27,278,2008-8-28,16:15:30,3
110689,jackyhang,27,300,2008-8-28,16:24:14,3
110689,cjwangwen,27,200,2008-8-28,17:11:42,3
110689,hnhysj8259878,27,273,2008-8-28,17:19:04,3
110689,gjf66,27,227,2008-8-28,20:44:33,3
110689,lisa,27,60,2008-8-28,21:34:22,3
110689,plankton13,27,70,2008-8-28,22:09:09,3
110689,hnhysj8259878,27,90,2008-8-29,9:24:57,3
110689,liwei5427,27,187,2008-8-29,10:19:08,3
110689,cjwangwen,27,121,2008-8-29,10:26:28,3
110969,pengwu96,14.96,51,2008-8-25,10:01:50,5
110969,jackgu,15,51,2008-8-25,11:51:51,5
110969,yee,15,200,2008-8-25,12:01:54,5
110969,pengwu96,15,501,2008-8-25,12:41:50,5
110969,sz088,15,80,2008-8-25,12:50:08,5
110969,stylus75,15,200,2008-8-25,12:53:29,5
110969,pengwu96,15,167,2008-8-25,13:05:19,5
110969,liyu2000,15,57,2008-8-25,13:24:58,5
110969,dywxf666,15,100,2008-8-25,14:38:12,5
110969,xylia,15,100,2008-8-25,16:27:09,5
110969,geoshan,15,100,2008-8-25,22:49:44,5
110969,hnhysj8259878,15,200,2008-8-26,10:22:22,5
110969,shu,15,882,2008-8-26,11:19:08,5
110969,arenhello,15,50,2008-8-26,11:53:13,5
110969,pengwu96,15,252,2008-8-26,12:27:04,5
110969,hnhysj8259878,15,50,2008-8-26,12:28:53,5
110969,hnhysj8259878,15,10,2008-8-26,12:38:01,5
110969,zehuiz,9,500,2008-8-27,6:00:01,5
110969,zehuiz,10,200,2008-8-28,14:59:46,5
110969,pengwu96,13.96,100,2008-8-28,15:25:48,5
110969,yee,14.5,300,2008-8-28,17:36:19,5
111136,arenhello,27,50,2008-8-27,13:45:31,1
111136,cjwangwen,27,200,2008-8-27,13:46:21,1
111136,apple127,27,80,2008-8-27,15:38:22,1
111136,wzwwzw1975,27,204,2008-8-27,19:02:12,1
111136,dja,27,200,2008-8-27,20:22:12,1
111136,moondodo,27,120,2008-8-27,22:12:30,1
111136,jingyi,27,50,2008-8-28,6:47:06,1
111136,sz088,27,80,2008-8-28,9:24:48,1
111136,chengming9911,27,407,2008-8-28,9:50:23,1
111136,phoenixzz,27,100,2008-8-28,10:12:11,1
111136,pengwu96,26.96,51,2008-8-28,10:41:01,1
111136,liwei5427,27,200,2008-8-28,10:42:58,1
111136,sogarer,27,50,2008-8-28,11:16:45,1
111136,yiwon,27,50,2008-8-28,11:39:26,1
111136,dhong,27,200,2008-8-28,12:00:17,1
111136,general_pxj,27,191,2008-8-28,13:23:27,1
111136,litingkkl,20,100,2008-8-28,14:54:50,1
111136,jackyhang,27,7,2008-8-28,16:22:31,1
111136,jon678,22,100,2008-8-29,6:46:36,1
111136,shu,26.99,131,2008-8-29,11:30:21,1
111136,topmusic,26,200,2008-8-30,18:03:41,1
111136,cjwangwen,0,79,2008-9-1,9:26:33,1
111136,nickxie1,26,50,2008-9-1,12:21:41,1
111136,yangjieecho,10,100,2008-9-1,12:52:38,1
111244,zhujy,25,50,2008-9-1,20:58:34,3
111244,honeyhaoyi,25,700,2008-9-4,12:26:53,3
111244,honeyhaoyi,25,700,2008-9-4,12:56:51,3
111244,zhubb1999,25,161,2008-9-4,14:02:45,3
111244,general_pxj,25,200,2008-9-4,14:19:51,3
111244,general_pxj,25,200,2008-9-4,14:23:35,3
111244,cjwangwen,25,200,2008-9-4,17:31:04,3
111244,hnhysj8259878,25,400,2008-9-4,17:32:00,3
111244,hx3888,23,138,2008-9-4,20:00:06,3
111244,forcey,25,65,2008-9-4,20:06:35,3
111244,l_s_w,25,200,2008-9-4,22:11:13,3
111244,huanyingrufeng,25,90,2008-9-5,10:35:02,3
111244,jackgu,25,45,2008-9-5,10:43:25,3
111244,pengwu96,23.96,51,2008-9-5,12:26:55,3
111244,iphelp,20,100,2008-9-8,14:34:06,3
111244,jon678,22,200,2008-9-9,17:20:07,3
111244,hx3888,24,200,2008-9-9,20:08:03,3
111269,liyu2000,18,100,2008-8-29,10:39:11,6
111269,fateland,18,150,2008-8-29,11:27:27,6
111269,jackgu,18,200,2008-8-29,13:25:38,6
111269,stylus75,18,100,2008-8-29,14:38:29,6
111269,liyu2000,18,100,2008-8-29,15:14:31,6
111269,jackgu,18,300,2008-8-29,19:09:21,6
111269,jackyhang,18,180,2008-8-29,22:42:29,6
111269,yee,17.8,200,2008-8-30,12:07:33,6
111269,huanyingrufeng,18,100,2008-8-30,13:39:08,6
111269,zehuiz,18,200,2008-8-30,14:12:21,6
111269,cmh2002hnbc,10,200,2008-8-31,23:14:28,6
111442,zhubb1999,27,300,2008-9-9,19:28:48,3
111442,xiaoguai,27,250,2008-9-11,5:17:56,3
111442,jackgu,27,300,2008-9-11,13:13:30,3
111442,pengwu96,25.96,50,2008-9-11,13:16:19,3
111442,general_pxj,27,124,2008-9-11,13:37:52,3
111442,wanghua5188,27,50,2008-9-11,14:26:16,3
111442,fzy1983,27,50,2008-9-11,15:08:42,3
111442,liyu2000,27,216,2008-9-11,22:36:58,3
111442,shu,27,200,2008-9-12,8:15:57,3
111442,nedvedstef,27,600,2008-9-12,9:16:58,3
111442,lovehecofe,27,100,2008-9-12,10:27:43,3
111442,lovehecofe,27,450,2008-9-12,11:16:28,3
111442,lovehecofe,27,409,2008-9-12,11:21:46,3
111442,shikousheng,26.95,300,2008-9-12,16:12:43,3
111442,cailixiao88,20,50,2008-9-12,17:01:54,3
111442,awfer1,25,500,2008-9-12,17:46:39,3
111442,keane_robbie,25,500,2008-9-12,20:35:31,3
111442,forcey,26.5,50,2008-9-12,20:57:39,3
111442,wjlwc,26.5,100,2008-9-12,23:06:47,3
111442,zhubb1999,26.5,200,2008-9-13,21:19:59,3
111551,jackgu,7,200,2008-9-3,10:07:24,1
111551,arenhello,7,50,2008-9-3,11:26:41,1
111551,sophiabaobao,7,60,2008-9-3,16:44:53,1
111551,zhujy,7,50,2008-9-3,16:59:11,1
111551,liyu2000,7,100,2008-9-3,19:13:21,1
111551,sophiabaobao,7,50,2008-9-3,20:04:11,1
111551,huanyingrufeng,7,50,2008-9-4,10:07:55,1
111551,hnhysj8259878,7,50,2008-9-4,10:31:06,1
111551,guoguogu,7,50,2008-9-4,12:00:29,1
111551,azhuan,7,50,2008-9-4,12:06:03,1
111551,yee,6.9,50,2008-9-4,17:36:09,1
111551,xuyou,7,58,2008-9-4,23:29:30,1
111551,huanyingrufeng,7,50,2008-9-5,10:30:15,1
111551,huanyingrufeng,7,50,2008-9-5,10:32:39,1
111551,hx3888,7,50,2008-9-5,15:33:20,1
111551,geoshan,7,100,2008-9-6,11:34:58,1
111551,dja,7,50,2008-9-7,11:12:30,1
111551,liyu2000,7,50,2008-9-8,13:50:47,1
111551,zhubb1999,7,50,2008-9-8,23:36:37,1
111551,shikousheng,7,51,2008-9-9,9:52:22,1
111551,sphin,7,51,2008-9-9,10:23:27,1
111551,pandora5623,7,50,2008-9-9,12:03:10,1
111551,shu,7,50,2008-9-10,9:35:31,1
111551,wujingyi,7,100,2008-9-10,19:47:43,1
111551,wujingyi,7,100,2008-9-10,19:58:13,1
111551,feps008,7,50,2008-9-10,20:33:45,1
111551,jk886622,7,50,2008-9-10,22:50:35,1
111551,xiaoguai,7,50,2008-9-11,4:48:21,1
111551,jon678,7,51,2008-9-11,9:07:20,1
111551,fzy1983,7,50,2008-9-11,14:52:47,1
111551,drizzle,7,100,2008-9-12,10:10:00,1
111551,mianhuatown,7,51,2008-9-12,18:19:22,1
111551,sz088,7,57,2008-9-13,8:34:21,1
111551,lovehecofe,7,50,2008-9-13,9:11:08,1
111551,shouxingzhe,7,150,2008-9-13,13:54:48,1
111551,wjlwc,7,51,2008-9-14,7:52:56,1
111551,lovehecofe,7,174,2008-9-14,9:12:17,1
111551,hq7431,7,50,2008-9-14,17:21:15,1
111551,wujingyi,7,285,2008-9-14,19:52:35,1
111551,sanyuan2008,6.5,50,2008-9-17,10:13:53,1
111551,shikousheng,6.99,50,2008-9-20,17:13:07,1
111551,guchenjie,6.5,60,2008-9-20,21:38:14,1
111959,jk886622,25,50,2008-9-10,22:58:03,2
111959,wujingyi,25,50,2008-9-12,19:17:03,2
111959,panlinfeifei,25,200,2008-9-19,22:45:34,2
111959,xliangzh,25,67,2008-9-20,16:27:40,2
111959,general_pxj,25,50,2008-9-21,20:47:24,2
111959,honeyhaoyi,25,300,2008-9-23,10:30:59,2
111959,nxnbjt,25,200,2008-9-24,0:39:34,2
111959,sunfeng,25,198,2008-9-24,5:13:13,2
111959,general_pxj,25,50,2008-9-24,13:49:25,2
111959,sanyuan2008,25,59,2008-9-24,16:42:41,2
111959,scz_929,25,200,2008-9-24,17:24:56,2
111959,amwpgf2004,25,100,2008-9-24,18:37:27,2
111959,pengwu96,24.19,51,2008-9-24,21:00:20,2
111959,mianhuatown,25,50,2008-9-25,8:40:56,2
111959,azhuan,25,50,2008-9-25,10:56:56,2
111959,lynn_qiu,20,50,2008-9-25,13:08:11,2
111959,yangjieecho,15,50,2008-9-25,14:35:40,2
111959,alexzqxc,25,400,2008-9-25,23:32:09,2
111959,fzy1983,25,50,2008-9-26,6:55:05,2
111959,alexzqxc,25,270,2008-9-27,9:38:26,2
111959,xliangzh,25,59,2008-9-27,13:21:48,2
111959,dja,25,200,2008-9-27,13:29:00,2
111959,lovehecofe,25,334,2008-9-27,13:54:52,2
111959,yeweixin520520,25,250,2008-9-27,17:51:49,2
111959,shilrey,25,100,2008-9-27,23:29:29,2
111959,keane_robbie,25,174,2008-9-28,2:23:29,2
111959,forcey,25,78,2008-9-28,8:37:17,2
111959,rocket138848,25,226,2008-9-28,14:05:01,2
111959,pandora5623,25,116,2008-9-28,15:02:37,2
111959,viennalee,15,100,2008-9-28,15:59:18,2
111959,balanca0889,24.5,50,2008-9-28,23:18:36,2
111959,xyarcher,20,50,2008-10-1,20:38:52,2
111959,sockpan,22.99,69,2008-10-3,20:51:27,2
111959,dianzi,24,100,2008-10-4,11:57:22,2
112491,alexzqxc,27,191,2008-9-17,17:14:32,3
112491,superv,27,51,2008-9-17,22:51:59,3
112491,general_pxj,27,50,2008-9-18,13:05:09,3
112491,general_pxj,27,50,2008-9-18,13:05:09,3
112491,xueyu1511,27,500,2008-9-19,9:39:42,3
112491,sk116,27,136,2008-9-19,11:04:48,3
112491,pengwu96,25.24,51,2008-9-19,18:11:59,3
112491,hx3888,25,60,2008-9-20,9:56:53,3
112491,cmh2002hnbc,26.5,100,2008-9-20,16:09:06,3
112491,zehuiz,15.5,200,2008-9-21,9:13:42,3
112491,guchenjie,26.5,50,2008-9-23,17:07:07,3
112491,keane_robbie,25,400,2008-9-25,15:16:07,3
112491,drizzle,26,200,2008-9-26,10:30:08,3
112491,yangjieecho,12,50,2008-9-26,17:20:40,3
112491,sockpan,24.99,611,2008-9-28,7:33:08,3
112491,hx3888,26,100,2008-9-28,11:02:35,3
112491,shikousheng,26.99,100,2008-10-1,20:01:12,3
112491,ilovechenlili,26,99,2008-10-1,21:57:03,3
112497,xianxian,15,959,2008-9-17,16:40:08,12
112497,yee,15,959,2008-9-17,16:40:59,12
112497,shu,15,309,2008-9-17,17:40:11,12
112497,fendy,15,210,2008-9-17,17:58:49,12
112497,ljw0591,15,695,2008-9-17,19:07:05,12
112497,stylus75,15,695,2008-9-17,19:24:01,12
112497,greatkai,15,672,2008-9-17,19:32:26,12
112497,pengwu96,14.24,51,2008-9-17,20:35:43,12
112497,liyu2000,15,100,2008-9-17,22:13:09,12
112497,guchenjie,15,250,2008-9-17,23:37:48,12
112497,shikousheng,14.99,100,2008-9-18,11:07:19,12
112497,yee,14.8,115,2008-9-18,14:38:08,12
112497,jackgu,15,115,2008-9-18,15:00:47,12
112497,sk116,15,115,2008-9-18,16:17:44,12
112497,keane_robbie,15,500,2008-9-18,16:24:48,12
112497,hnhysj8259878,15,88,2008-9-18,16:37:56,12
112497,jackgu,15,88,2008-9-18,10:02:39,12
112497,sk116,15,375,2008-9-19,10:33:30,12
112497,guchenjie,14.5,60,2008-9-19,10:56:34,12
112497,pengwu96,13.24,51,2008-9-19,12:50:39,12
112591,xliangzh,27,89,2008-9-19,13:24:13,3
112591,phoenixzz,27,200,2008-9-19,16:47:20,3
112591,panlinfeifei,27,100,2008-9-19,23:05:04,3
112591,cjwangwen,27,495,2008-9-20,12:18:02,3
112591,pengwu96,26.25,51,2008-9-20,12:20:36,3
112591,cmh2002hnbc,27,100,2008-9-20,16:06:34,3
112591,yeweixin520520,27,682,2008-9-20,16:15:36,3
112591,sz088,27,180,2008-9-20,21:22:43,3
112591,cjwangwen,27,295,2008-9-20,22:42:42,3
112591,cceckukafei,27,55,2008-9-21,3:33:08,3
112591,wzwwzw1975,27,500,2008-9-21,6:36:03,3
112591,liyu2000,27,50,2008-9-21,15:04:25,3
112591,yeweixin520520,27,200,2008-9-21,15:18:25,3
112591,gjf66,27,301,2008-9-21,15:53:14,3
112591,blues211314,27,100,2008-9-21,20:24:44,3
112591,general_pxj,27,50,2008-9-21,20:31:23,3
112591,litingkkl,25,100,2008-9-22,9:10:54,3
112591,sophiabaobao,27,50,2008-9-22,16:44:21,3
112591,wjlwc,27,110,2008-9-22,21:12:06,3
112591,fateland,27,100,2008-9-22,21:37:29,3
112591,azhuan,27,102,2008-9-22,22:30:06,3
112591,lemon_coco_x,27,400,2008-9-23,9:15:55,3
112591,cceckukafei,27,539,2008-9-23,11:10:25,3
112591,xliangzh,27,132,2008-9-23,16:02:39,3
112591,yiyi520tt,27,132,2008-9-23,17:07:18,3
112591,moming8156,27,142,2008-9-23,19:01:13,3
112591,lisa,27,61,2008-9-23,19:34:22,3
112591,linch6699,27,80,2008-9-23,20:16:11,3
112591,gjf66,27,100,2008-9-23,20:58:23,3
112591,wujingyi,27,54,2008-9-23,22:06:15,3
112591,czyjy,27,50,2008-9-23,23:59:39,3
112591,nxnbjt,27,200,2008-9-24,0:29:21,3
112591,nxnbjt,27,392,2008-9-24,0:43:05,3
112591,sunfeng,27,50,2008-9-24,5:09:08,3
112591,wzwwzw1975,27,206,2008-9-24,12:33:32,3
112591,general_pxj,27,200,2008-9-24,13:47:59,3
112591,zhubb1999,27,300,2008-9-24,13:49:35,3
112591,sk116,27,100,2008-9-24,13:56:44,3
112591,keane_robbie,27,600,2008-9-24,15:13:57,3
112591,dja,27,200,2008-9-24,15:14:00,3
112591,lovehecofe,27,200,2008-9-24,16:43:07,3
112591,hx3888,25,300,2008-9-24,16:43:09,3
112591,hx3888,25,300,2008-9-24,16:44:05,3
112600,stylus75,25,200,2008-9-22,21:37:31,2
112600,wujingyi,25,200,2008-9-24,22:19:17,2
112600,yeweixin520520,25,794,2008-9-25,22:42:17,2
112600,lovehecofe,25,225,2008-9-25,23:05:14,2
112600,ada126,25,200,2008-9-26,10:03:36,2
112600,general_pxj,25,200,2008-9-26,11:03:24,2
112600,awfer1,25,300,2008-9-27,13:09:32,2
112600,yue420,25,150,2008-9-27,13:24:52,2
112600,xliangzh,25,100,2008-9-27,16:50:01,2
112600,stylus75,25,200,2008-9-28,10:56:56,2
112600,liyu2000,25,50,2008-9-28,13:44:09,2
112600,jackgu,25,200,2008-9-28,15:59:42,2
112600,cmh2002hnbc,25,100,2008-9-28,16:01:34,2
112600,sk116,25,200,2008-9-28,17:59:39,2
112600,sk116,25,300,2008-9-28,18:00:40,2
112600,keane_robbie,25,300,2008-9-28,23:02:53,2
112600,pengwu96,24.26,50,2008-9-29,5:08:33,2
112600,sjzbo,25,97,2008-9-29,12:33:11,2
112600,yangok1,25,161,2008-9-29,13:04:32,2
112600,pengwu96,24.11,50,2008-9-29,14:07:35,2
112600,duanyingui,25,117,2008-9-29,14:08:33,2
112600,liyu2000,25,176,2008-9-29,14:17:08,2
112600,guchenjie,25,200,2008-9-29,16:57:30,2
112600,yeweixin520520,25,104,2008-9-29,16:59:41,2
112600,wzwwzw1975,25,26,2008-9-29,19:15:00,2
112600,jon678,24,100,2008-10-1,13:18:13,2
112600,shikousheng,24.99,200,2008-10-1,19:57:03,2
112635,cjwangwen,27,200,2008-9-20,16:43:29,2
112635,pandora5623,27,347,2008-9-21,11:19:53,2
112635,lisa,27,198,2008-9-21,18:28:24,2
112635,general_pxj,27,50,2008-9-21,20:33:44,2
112635,xliangzh,27,89,2008-9-22,13:22:14,2
112635,xliangzh,27,67,2008-9-22,13:25:24,2
112635,lovehecofe,27,923,2008-9-22,17:06:20,2
112635,cmh2002hnbc,27,100,2008-9-22,17:25:30,2
112635,yangok1,27,161,2008-9-22,19:25:29,2
112635,hx3888,26,200,2008-9-22,19:45:26,2
112635,keane_robbie,25,300,2008-9-24,15:34:20,2
112635,hyhmails,26.99,50,2008-9-24,16:28:31,2
112635,hx3888,26,65,2008-9-24,17:14:10,2
112635,guchenjie,26.5,200,2008-9-24,22:52:22,2
112635,forcey,26.5,50,2008-9-25,14:18:40,2
